FID,fid,the_geom,id,site_name,continent,country,latitude,longitude,year_opera,year_shut_,main_mar_t,specific_m,link_to_do,influent_s,final_use,main_objec,reference_
Global_MAR_Inventory.642,642,POINT (138.640454 -34.9603666),700,Ridge Park,Oceania,Australia,-34.9603666,138.640454,2013,-9999,"Well, Shaft and Borehole Recharge",ASR/ASTR,"<a href=""https://inowas.com/mar-methods/aquifer-storage-and-recovery-asr/"" target=""_blank"">ASR</a>/<a href=""https://inowas.com/mar-methods/aquifer-storage-transfer-and-recovery-astr/"" target=""_blank"">ASTR</a>",Storm water,Domestic,Ecological Benefits,"<a href=""http://www.goyderinstitute.org/_r100/media/system/attrib/file/91/WSUD_Task%201_Report_WSUD%20Inventory_final%20for%20web.pdf"" target=""_blank"">Myers, B., P. Chacko, G. Tjandraatmadja, S. Cook, S. Umapathi, D. Pezzaniti, and A. K. Sharma. 2013. Th"
Global_MAR_Inventory.643,643,POINT (115.8747833 -32.1038159),701,Jandakot,Oceania,Australia,-32.1038159,115.8747833,2000,-9999,"Well, Shaft and Borehole Recharge",ASR/ASTR,"<a href=""https://inowas.com/mar-methods/aquifer-storage-and-recovery-asr/"" target=""_blank"">ASR</a>/<a href=""https://inowas.com/mar-methods/aquifer-storage-transfer-and-recovery-astr/"" target=""_blank"">ASTR</a>",River water,no data,no data,"<a href=""http://www.epa.wa.gov.au/sites/default/files/Referral_Documentation/Appendix%207%20Groundwater%20Replenishment%20Final%20Report.pdf"" target=""_blank"">Moscovis, V. 2013. Groundwater Replenishment Trial. Final Report. Water Corporation. 49,48. http"
Global_MAR_Inventory.644,644,POINT (115.7780548 -31.7772582),702,Beenyup/Craigie Groundwater Replenishment Trial,Oceania,Australia,-31.7772582,115.7780548,2013,-9999,"Well, Shaft and Borehole Recharge",ASR/ASTR,"<a href=""https://inowas.com/mar-methods/aquifer-storage-and-recovery-asr/"" target=""_blank"">ASR</a>/<a href=""https://inowas.com/mar-methods/aquifer-storage-transfer-and-recovery-astr/"" target=""_blank"">ASTR</a>",Reclaimed wastewater,Domestic,Ecological Benefits,"<a href=""https://recharge.iah.org/working-groups/clogging-and-its-management"" target=""_blank"">Johnston, K., M. Martin, and S. Higginson. 2013. Recharge of Potable and Tertiary-Treated Wastewater into a Deep, Confined Sandstone Aquifer in Perth, Western A"
Global_MAR_Inventory.645,645,POINT (115.997794 -31.99489),703,Hartfield Park,Oceania,Australia,-31.99489,115.997794,2014,-9999,"Well, Shaft and Borehole Recharge",ASR/ASTR,"<a href=""https://inowas.com/mar-methods/aquifer-storage-and-recovery-asr/"" target=""_blank"">ASR</a>/<a href=""https://inowas.com/mar-methods/aquifer-storage-transfer-and-recovery-astr/"" target=""_blank"">ASTR</a>",Storm water,Domestic,Ecological Benefits,"<a href=""https://essentialenvironmental.wordpress.com/2014/11/28/kalamunda-a-local-governments-passion-for-water-reuse-goes-a-long-way-underground/"" target=""_blank"">essentialenvironmental. 2014. Kalamunda - a Local Government’s Passion for Water Reuse"
Global_MAR_Inventory.672,672,POINT (147.9385056 -23.6945582),730,Fairbairn Dam,Oceania,Australia,-23.6945582,147.9385056,1972,-9999,In-Channel Modification,Recharge Dam,"<a href=""https://inowas.com/mar-methods/recharge-dams/"" target=""_blank"">Recharge dams</a>",River water,Agricultural,Maximize Natural Storage,SunWater. 2011. Dams Potfolio. http://www.sunwater.com.au/management/asset-management/dam-operations.
Global_MAR_Inventory.646,646,POINT (115.8444068 -31.8456061),704,Mirrabooka,Oceania,Australia,-31.8456061,115.8444068,2009,-9999,"Well, Shaft and Borehole Recharge",ASR/ASTR,"<a href=""https://inowas.com/mar-methods/aquifer-storage-and-recovery-asr/"" target=""_blank"">ASR</a>/<a href=""https://inowas.com/mar-methods/aquifer-storage-transfer-and-recovery-astr/"" target=""_blank"">ASTR</a>",Groundwater,Industrial,Ecological Benefits,"<a href=""https://publications.csiro.au/rpr/download?pid=csiro:EP136027&dsid=DS7"" target=""_blank"">Prommer, H., C. Descourvieres, M. Handyside, K. Johnston, B. Harris, Q. Li, H. Fang, P. Costello, S. Seibert, and M. Martin. 2013. Final Report – Aquifer S"
Global_MAR_Inventory.647,647,POINT (119.362449 -22.317891),705,Cloudbreak,Oceania,Australia,-22.317891,119.362449,2009,-9999,"Well, Shaft and Borehole Recharge",ASR/ASTR,"<a href=""https://inowas.com/mar-methods/aquifer-storage-and-recovery-asr/"" target=""_blank"">ASR</a>/<a href=""https://inowas.com/mar-methods/aquifer-storage-transfer-and-recovery-astr/"" target=""_blank"">ASTR</a>",Brackish water,Ecological,Ecological Benefits,"<a href=""https://www.fmgl.com.au/docs/default-source/approval-publications/cloudbreak/cloudbreak-public-environmental-review-(april-2011).pdf?sfvrsn=bd3c5c29_2"" target=""_blank"">Fortescue Metals Group. 2011. Cloudbreak Life of Mine - Public Environmental"
Global_MAR_Inventory.648,648,POINT (115.7595079 -31.9989621),706,Cottesloe Peninsula Groundwater Restoration Project,Oceania,Australia,-31.9989621,115.7595079,2006,-9999,Spreading Methods,Reverse Drainage,Reverse Drainage,Storm water,Domestic,Physical Aquifer Management,"<a href=""http://archive.iclei.org/index.php?id=7675."" target=""_blank"">ICLEI Oceania. 2008. Water Campaig Case Study - Town of Cottesloe: Cottesloe Peninsular Groundwater Restoration Project. http://archive.iclei.org/index.php?id=7675.</a>"
Global_MAR_Inventory.649,649,POINT (115.7880828 -31.9503107),707,Floreat,Oceania,Australia,-31.9503107,115.7880828,2005,-9999,Spreading Methods,Reverse Drainage,Reverse Drainage,Reclaimed wastewater,Domestic,Water Quality Management,"<a href=""https://publications.csiro.au/rpr/download?pid=changeme:422&dsid=DS1"" target=""_blank"">Bekele, E., S. Toze, S. Higginson, B. Patterson, P. Blair, A. Heitz, A. L. Browne, et al. 2008. Determining Requirements for Managed Aquifer Recharge in Wester"
Global_MAR_Inventory.650,650,POINT (115.690477 -32.540789),708,Halls Head,Oceania,Australia,-32.540789,115.690477,2005,-9999,Spreading Methods,Infiltration Ponds and Basins,"<a href=""https://inowas.com/mar-methods/infiltration-ponds-and-basins/"" target=""_blank"">Infiltration ponds</a> (<a href=""https://inowas.com/mar-methods/soil-aquifer-treatment-sat/"" target=""_blank"">SAT</a>)",Reclaimed wastewater,Domestic,Water Quality Management,"Ahuja, S. 2014. Water Reclamation and Sustainability."
Global_MAR_Inventory.651,651,POINT (115.631538 -32.616839),709,Caddadup WWTP,Oceania,Australia,-32.616839,115.631538,2005,-9999,Spreading Methods,Infiltration Ponds and Basins,"<a href=""https://inowas.com/mar-methods/infiltration-ponds-and-basins/"" target=""_blank"">Infiltration ponds</a> (<a href=""https://inowas.com/mar-methods/soil-aquifer-treatment-sat/"" target=""_blank"">SAT</a>)",Reclaimed wastewater,Domestic,Ecological Benefits,"<a href=""http://www.clw.csiro.au/publications/waterforahealthycountry/2010/wfhc-artificial-recharge-potential-perth.pdf"" target=""_blank"">Smith, A. J., and D. W. Pollock. 2010. Artificial Recharge Potential of the Perth Region Superficial Aquifer: Lake Pr"
Global_MAR_Inventory.652,652,POINT (115.646792 -31.5459028),710,Yanchep WWTP,Oceania,Australia,-31.5459028,115.646792,2005,-9999,Spreading Methods,Infiltration Ponds and Basins,"<a href=""https://inowas.com/mar-methods/infiltration-ponds-and-basins/"" target=""_blank"">Infiltration ponds</a> (<a href=""https://inowas.com/mar-methods/soil-aquifer-treatment-sat/"" target=""_blank"">SAT</a>)",Reclaimed wastewater,Domestic,Ecological Benefits,"<a href=""http://www.clw.csiro.au/publications/waterforahealthycountry/2010/wfhc-artificial-recharge-potential-perth.pdf"" target=""_blank"">Smith, A. J., and D. W. Pollock. 2010. Artificial Recharge Potential of the Perth Region Superficial Aquifer: Lake Pr"
Global_MAR_Inventory.653,653,POINT (115.7531894 -32.5078564),711,Gordon Road WWTP,Oceania,Australia,-32.5078564,115.7531894,2005,-9999,Spreading Methods,Infiltration Ponds and Basins,"<a href=""https://inowas.com/mar-methods/infiltration-ponds-and-basins/"" target=""_blank"">Infiltration ponds</a> (<a href=""https://inowas.com/mar-methods/soil-aquifer-treatment-sat/"" target=""_blank"">SAT</a>)",Reclaimed wastewater,Domestic,Ecological Benefits,"<a href=""http://www.clw.csiro.au/publications/waterforahealthycountry/2010/wfhc-artificial-recharge-potential-perth.pdf"" target=""_blank"">Smith, A. J., and D. W. Pollock. 2010. Artificial Recharge Potential of the Perth Region Superficial Aquifer: Lake Pr"
Global_MAR_Inventory.654,654,POINT (115.780462 -31.9437805),712,Perry Lakes,Oceania,Australia,-31.9437805,115.780462,2008,-9999,Spreading Methods,Reverse Drainage,Reverse Drainage,Reclaimed wastewater,Ecological,Maximize Natural Storage,"<a href=""http://www.clw.csiro.au/publications/waterforahealthycountry/2010/wfhc-MAR-case-study-risk-assessments.pdf"" target=""_blank"">Page, D., P. Dillion, J. Vanderzalm, E. Bekele, K. Barry, K. Miotlinski, and K. Levett. 2010. Managed Aquifer Recharge Ca"
Global_MAR_Inventory.655,655,POINT (145.118597 -37.9834735),713,Kingswood Golf Club,Oceania,Australia,-37.9834735,145.118597,2006,2010,"Well, Shaft and Borehole Recharge",ASR/ASTR,"<a href=""https://inowas.com/mar-methods/aquifer-storage-and-recovery-asr/"" target=""_blank"">ASR</a>/<a href=""https://inowas.com/mar-methods/aquifer-storage-transfer-and-recovery-astr/"" target=""_blank"">ASTR</a>",Storm water,Domestic,Maximize Natural Storage,"<a href=""https://waterportal.com.au/swf/images/swf-files/62m_-_2047_kingswood_golf_club_asr_final_report-_non-confidential.pdf"" target=""_blank"">Seaton, N. 2012. Aquifer Storage and Recovery (ASR) of Stormwater at Kingswood Golf Club. Milestone 5. Smart W"
Global_MAR_Inventory.656,656,POINT (147.3707958 -37.7794543),714,Mitchell River,Oceania,Australia,-37.7794543,147.3707958,2009,-9999,"Well, Shaft and Borehole Recharge",ASR/ASTR,"<a href=""https://inowas.com/mar-methods/aquifer-storage-and-recovery-asr/"" target=""_blank"">ASR</a>/<a href=""https://inowas.com/mar-methods/aquifer-storage-transfer-and-recovery-astr/"" target=""_blank"">ASTR</a>",River water,Domestic,Maximize Natural Storage,"<a href=""http://www.egwater.vic.gov.au/wp-content/uploads/2016/03/EGW-Annual-Report_2012-13_PDF-VERSION.pdf"" target=""_blank"">East Gippsland Water. 2013. Annual Report 2012/13. State of Victoria. http://www.egwater.vic.gov.au/wp-content/uploads/2016/03/EG"
Global_MAR_Inventory.657,657,POINT (145.1164 -38.029713),715,Rossdale Golf Club,Oceania,Australia,-38.029713,145.1164,2010,-9999,"Well, Shaft and Borehole Recharge",ASR/ASTR,"<a href=""https://inowas.com/mar-methods/aquifer-storage-and-recovery-asr/"" target=""_blank"">ASR</a>/<a href=""https://inowas.com/mar-methods/aquifer-storage-transfer-and-recovery-astr/"" target=""_blank"">ASTR</a>",Storm water,Domestic,Maximize Natural Storage,"<a href=""https://publications.csiro.au/rpr/download?pid=csiro:EP103253&dsid=DS3"" target=""_blank"">Dillon, P., P. Pavelic, D. Page, K. Miotlinski, K. Levett, K. Barry, R. Taylor, et al. 2010. Developing Aquifer Storage and Recovery (ASR) Opportunities in M"
Global_MAR_Inventory.658,658,POINT (133.892612 -23.766975),716,Alice Springs SAT,Oceania,Australia,-23.766975,133.892612,2008,-9999,Spreading Methods,Infiltration Ponds and Basins,"<a href=""https://inowas.com/mar-methods/infiltration-ponds-and-basins/"" target=""_blank"">Infiltration ponds</a> (<a href=""https://inowas.com/mar-methods/soil-aquifer-treatment-sat/"" target=""_blank"">SAT</a>)",Reclaimed wastewater,Agricultural,Maximize Natural Storage,"<a href=""http://www.clw.csiro.au/publications/waterforahealthycountry/2010/wfhc-MAR-case-study-risk-assessments.pdf"" target=""_blank"">Page, D., P. Dillion, J. Vanderzalm, E. Bekele, K. Barry, K. Miotlinski, and K. Levett. 2010. Managed Aquifer Recharge Ca"
Global_MAR_Inventory.659,659,POINT (133.377581 -11.662803),717,Warruwi,Oceania,Australia,-11.662803,133.377581,2002,-9999,"Well, Shaft and Borehole Recharge",ASR/ASTR,"<a href=""https://inowas.com/mar-methods/aquifer-storage-and-recovery-asr/"" target=""_blank"">ASR</a>/<a href=""https://inowas.com/mar-methods/aquifer-storage-transfer-and-recovery-astr/"" target=""_blank"">ASTR</a>",Groundwater,Domestic,Maximize Natural Storage,"Haworth, D. 2014. Warruwi ASR Project Review. 1351-14-NAM. AGT Report. Australian Groundwater Technologies Pty Ltd."
Global_MAR_Inventory.660,660,POINT (151.227858 -33.918488),718,Village Green/ Kensington University,Oceania,Australia,-33.918488,151.227858,2006,-9999,Spreading Methods,Reverse Drainage,Reverse Drainage,Storm water,Domestic,Ecological Benefits,"<a href=""http://www.connectedwaters.unsw.edu.au/sites/all/files/MAR_Botany.pdf"" target=""_blank"">Conroy, A., W. Timms, and I. Acworth. 2007. Managed Aquifer Recharge in the Botany Aquifer. Taste of Research Summer Scholarship Program. 65. http://www.conne"
Global_MAR_Inventory.661,661,POINT (147.293093 -42.830898),719,Derwent Park,Oceania,Australia,-42.830898,147.293093,2013,-9999,"Well, Shaft and Borehole Recharge",ASR/ASTR,"<a href=""https://inowas.com/mar-methods/aquifer-storage-and-recovery-asr/"" target=""_blank"">ASR</a>/<a href=""https://inowas.com/mar-methods/aquifer-storage-transfer-and-recovery-astr/"" target=""_blank"">ASTR</a>",Storm water,Domestic,Water Quality Management,"<a href=""http://epa.tas.gov.au/documents/gcc%20derwent%20park%20stormwater%20harvesting%20eer%20and%20appendices%201%20to%204.pdf"" target=""_blank"">Virtue, R. 2013. Derwent Park Stormwater Harvesting and Industrial Re-Use Project: Aquifer Storage and Reco"
Global_MAR_Inventory.662,662,POINT (147.4199768 -19.612734),720,Burdekin Delta,Oceania,Australia,-19.612734,147.4199768,1965,-9999,Spreading Methods,Infiltration Ponds and Basins,"<a href=""https://inowas.com/mar-methods/infiltration-ponds-and-basins/"" target=""_blank"">Infiltration ponds</a> (<a href=""https://inowas.com/mar-methods/soil-aquifer-treatment-sat/"" target=""_blank"">SAT</a>)",River water,Agricultural,Maximize Natural Storage,"<a href=""http://webarchive.nla.gov.au/gov/20160615090454/http://archive.nwc.gov.au/library/waterlines/45"" target=""_blank"">GHD Pty. Ltd, and AGT Pty. Ltd. 2011. Feasibility of Managed Aquifer Recharge for Agriculture. 45. Waterlines Report Series. Canberr"
Global_MAR_Inventory.663,663,POINT (150.985074 -24.650774),721,Cania Dam (Three Moon Creek),Oceania,Australia,-24.650774,150.985074,1982,-9999,In-Channel Modification,Recharge Dam,"<a href=""https://inowas.com/mar-methods/recharge-dams/"" target=""_blank"">Recharge dams</a>",River water,Agricultural,Maximize Natural Storage,"<a href=""http://webarchive.nla.gov.au/gov/20160615090454/http://archive.nwc.gov.au/library/waterlines/45"" target=""_blank"">GHD Pty. Ltd, and AGT Pty. Ltd. 2011. Feasibility of Managed Aquifer Recharge for Agriculture. 45. Waterlines Report Series. Canberr"
Global_MAR_Inventory.664,664,POINT (151.10663 -24.858364),722,Monto Weir (Three Moon Creek),Oceania,Australia,-24.858364,151.10663,1972,-9999,In-Channel Modification,Recharge Dam,"<a href=""https://inowas.com/mar-methods/recharge-dams/"" target=""_blank"">Recharge dams</a>",River water,Agricultural,Maximize Natural Storage,"<a href=""http://www.qca.org.au/Water/Rural/SunWater-s-Irrigation-Prices/Bulk-water-supply-schemes/Three-Moon-Creek/Final-Report/Three-Moon-Creek#finalpos."" target=""_blank"">SunWater. 2012. Three Moon Creek Water Supply Scheme. SunWater Irrigation Price Re"
Global_MAR_Inventory.665,665,POINT (151.096769 -24.819166),723,Youlambie Weir (Three Moon Creek),Oceania,Australia,-24.819166,151.096769,1974,-9999,In-Channel Modification,Recharge Dam,"<a href=""https://inowas.com/mar-methods/recharge-dams/"" target=""_blank"">Recharge dams</a>",River water,Agricultural,Maximize Natural Storage,"<a href=""http://www.qca.org.au/Water/Rural/SunWater-s-Irrigation-Prices/Bulk-water-supply-schemes/Three-Moon-Creek/Final-Report/Three-Moon-Creek#finalpos."" target=""_blank"">SunWater. 2012. Three Moon Creek Water Supply Scheme. SunWater Irrigation Price Re"
Global_MAR_Inventory.666,666,POINT (151.123261 -24.893695),724,Bazley Weir (Three Moon Creek),Oceania,Australia,-24.893695,151.123261,1988,-9999,In-Channel Modification,Recharge Dam,"<a href=""https://inowas.com/mar-methods/recharge-dams/"" target=""_blank"">Recharge dams</a>",River water,Agricultural,Maximize Natural Storage,"<a href=""http://www.qca.org.au/Water/Rural/SunWater-s-Irrigation-Prices/Bulk-water-supply-schemes/Three-Moon-Creek/Final-Report/Three-Moon-Creek#finalpos."" target=""_blank"">SunWater. 2012. Three Moon Creek Water Supply Scheme. SunWater Irrigation Price Re"
Global_MAR_Inventory.667,667,POINT (151.123473 -24.979351),725,Avis Weir (Three Moon Creek),Oceania,Australia,-24.979351,151.123473,1988,-9999,In-Channel Modification,Recharge Dam,"<a href=""https://inowas.com/mar-methods/recharge-dams/"" target=""_blank"">Recharge dams</a>",River water,Agricultural,Maximize Natural Storage,"<a href=""http://www.qca.org.au/Water/Rural/SunWater-s-Irrigation-Prices/Bulk-water-supply-schemes/Three-Moon-Creek/Final-Report/Three-Moon-Creek#finalpos."" target=""_blank"">SunWater. 2012. Three Moon Creek Water Supply Scheme. SunWater Irrigation Price Re"
Global_MAR_Inventory.668,668,POINT (151.092984 -25.0189),726,Mulgildie Weir (Three Moon Creek),Oceania,Australia,-25.0189,151.092984,1952,-9999,In-Channel Modification,Recharge Dam,"<a href=""https://inowas.com/mar-methods/recharge-dams/"" target=""_blank"">Recharge dams</a>",River water,Agricultural,Maximize Natural Storage,"<a href=""http://www.qca.org.au/Water/Rural/SunWater-s-Irrigation-Prices/Bulk-water-supply-schemes/Three-Moon-Creek/Final-Report/Three-Moon-Creek#finalpos."" target=""_blank"">SunWater. 2012. Three Moon Creek Water Supply Scheme. SunWater Irrigation Price Re"
Global_MAR_Inventory.669,669,POINT (150.613771 -24.366833),727,Callide Dam (Callide Valley),Oceania,Australia,-24.366833,150.613771,1965,-9999,In-Channel Modification,Channel Spreading,"<a href=""https://inowas.com/mar-methods/channel-spreading/"" target=""_blank"">Channel spreading</a>",River water,Agricultural,Maximize Natural Storage,"Redlich, H. 2011. Submissions On Behalf Of Sunwater Limited (And Burnett Water Pty Ltd). SNWQ.001.001.0005. Brisbane: Queensland floods commission of inquiry. www.floodcommission.qld.gov.au/__data/assets/file/0005/5954/Sunwater_and_Burnett_Water.pdf."
Global_MAR_Inventory.670,670,POINT (150.772157 -24.417232),728,Kroombit Dam (Callide Valley),Oceania,Australia,-24.417232,150.772157,1992,-9999,In-Channel Modification,Channel Spreading,"<a href=""https://inowas.com/mar-methods/channel-spreading/"" target=""_blank"">Channel spreading</a>",River water,Agricultural,Maximize Natural Storage,"Redlich, H. 2011. Submissions On Behalf Of Sunwater Limited (And Burnett Water Pty Ltd). SNWQ.001.001.0005. Brisbane: Queensland floods commission of inquiry. www.floodcommission.qld.gov.au/__data/assets/file/0005/5954/Sunwater_and_Burnett_Water.pdf."
